SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22019,1610612752,NYK,New York Knicks,0021900103,2019-11-06,NYK @ DET,L,242,102,39,80,0.488,11,25.0,0.44,13,21,0.619,5.0,25.0,30.0,24,9,4,13,20,-20.0
22019,1610612752,NYK,New York Knicks,0021900087,2019-11-03,NYK vs. SAC,L,241,92,32,80,0.4,8,31.0,0.258,20,31,0.645,9.0,29.0,38.0,18,6,5,13,23,-21.0
22019,1610612752,NYK,New York Knicks,0021900072,2019-11-01,NYK @ BOS,L,240,102,37,93,0.398,14,38.0,0.368,14,21,0.667,16.0,35.0,51.0,22,9,4,13,23,-2.0
22019,1610612752,NYK,New York Knicks,0021900056,2019-10-30,NYK @ ORL,L,240,83,31,82,0.378,7,31.0,0.226,14,20,0.7,10.0,34.0,44.0,19,1,10,11,15,-12.0
22019,1610612752,NYK,New York Knicks,0021900042,2019-10-28,NYK vs. CHI,W,241,105,38,91,0.418,9,29.0,0.31,20,32,0.625,25.0,38.0,63.0,19,3,6,17,19,7.0
22019,1610612752,NYK,New York Knicks,0021900029,2019-10-26,NYK vs. BOS,L,241,95,31,82,0.378,7,27.0,0.259,26,34,0.765,16.0,39.0,55.0,15,7,4,23,26,-23.0
22019,1610612752,NYK,New York Knicks,0021900019,2019-10-25,NYK @ BKN,L,241,109,38,81,0.469,17,25.0,0.68,16,28,0.571,9.0,30.0,39.0,17,14,4,26,31,-4.0
22019,1610612752,NYK,New York Knicks,0021900010,2019-10-23,NYK @ SAS,L,239,111,44,94,0.468,10,30.0,0.333,13,18,0.722,5.0,34.0,39.0,24,16,1,14,32,-9.0
12019,1610612752,NYK,New York Knicks,0011900077,2019-10-18,NYK vs. NOP,L,239,116,44,93,0.473,13,33.0,0.394,15,24,0.625,12.0,31.0,43.0,23,5,8,18,23,-1.0
12019,1610612752,NYK,New York Knicks,0011900063,2019-10-16,NYK vs. ATL,L,240,96,32,81,0.395,7,30.0,0.233,25,33,0.758,6.0,38.0,44.0,22,6,10,14,21,-4.0
12019,1610612752,NYK,New York Knicks,0011900041,2019-10-11,NYK vs. WAS,L,242,99,32,82,0.39,10,34.0,0.294,25,32,0.781,12.0,40.0,52.0,21,9,4,23,28,-16.0
12019,1610612752,NYK,New York Knicks,0011900014,2019-10-07,NYK @ WAS,W,240,104,38,91,0.418,15,35.0,0.429,13,19,0.684,8.0,47.0,55.0,25,5,5,15,23,5.0
22019,1610612752,NYK,New York Knicks,1521900075,2019-07-13,NYK @ WAS,W,200,103,37,69,0.536,9,25.0,0.36,20,33,0.606,3.0,38.0,41.0,24,4,10,12,20,7.8
22019,1610612752,NYK,New York Knicks,1521900056,2019-07-10,NYK vs. LAL,W,199,117,39,75,0.52,13,28.0,0.464,26,40,0.65,10.0,35.0,45.0,24,6,6,12,24,21.4
22019,1610612752,NYK,New York Knicks,1521900046,2019-07-09,NYK @ TOR,L,201,73,22,65,0.338,6,23.0,0.261,23,32,0.719,8.0,35.0,43.0,14,8,12,19,26,-20.0
22019,1610612752,NYK,New York Knicks,1521900027,2019-07-07,NYK @ PHX,L,209,100,34,73,0.466,9,24.0,0.375,23,32,0.719,10.0,36.0,46.0,15,7,5,21,25,0.0
22019,1610612752,NYK,New York Knicks,1521900008,2019-07-05,NYK @ NOP,L,201,74,29,77,0.377,8,29.0,0.276,8,16,0.5,10.0,32.0,42.0,11,6,8,10,17,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900962,2020-03-10,CHI vs. CLE,W,241,108,42,84,0.5,12,34.0,0.353,12,15,0.8,14.0,32.0,46.0,23,8,6,21,21,5.0
22019,1610612741,CHI,Chicago Bulls,0021900946,2020-03-08,CHI @ BKN,L,240,107,39,92,0.424,12,34.0,0.353,17,25,0.68,5.0,26.0,31.0,23,14,3,7,31,-3.0
22019,1610612741,CHI,Chicago Bulls,0021900934,2020-03-06,CHI vs. IND,L,240,102,40,97,0.412,9,38.0,0.237,13,15,0.867,17.0,28.0,45.0,27,12,6,17,25,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900922,2020-03-04,CHI @ MIN,L,241,108,45,94,0.479,11,30.0,0.367,7,11,0.636,9.0,31.0,40.0,24,10,5,10,19,-7.0
22019,1610612741,CHI,Chicago Bulls,0021900907,2020-03-02,CHI vs. DAL,W,240,109,44,94,0.468,10,36.0,0.278,11,17,0.647,12.0,30.0,42.0,24,7,5,14,21,2.0
22019,1610612741,CHI,Chicago Bulls,0021900887,2020-02-29,CHI @ NYK,L,239,115,41,89,0.461,17,35.0,0.486,16,23,0.696,13.0,20.0,33.0,26,12,3,8,22,-10.0
22019,1610612741,CHI,Chicago Bulls,0021900859,2020-02-25,CHI vs. OKC,L,241,122,52,97,0.536,12,31.0,0.387,6,9,0.667,13.0,26.0,39.0,22,6,4,11,25,-2.0
22019,1610612741,CHI,Chicago Bulls,0021900845,2020-02-23,CHI vs. WAS,W,239,126,45,81,0.556,18,37.0,0.486,18,28,0.643,10.0,27.0,37.0,27,15,4,26,28,9.0
22019,1610612741,CHI,Chicago Bulls,0021900839,2020-02-22,CHI vs. PHX,L,241,104,36,83,0.434,14,38.0,0.368,18,21,0.857,11.0,27.0,38.0,18,11,7,25,29,-8.0
22019,1610612741,CHI,Chicago Bulls,0021900823,2020-02-20,CHI vs. CHA,L,239,93,37,87,0.425,7,31.0,0.226,12,19,0.632,12.0,26.0,38.0,24,12,3,13,23,-10.0
22019,1610612741,CHI,Chicago Bulls,0021900803,2020-02-11,CHI @ WAS,L,240,114,44,92,0.478,16,39.0,0.41,10,14,0.714,10.0,34.0,44.0,25,9,4,20,22,-12.0
22019,1610612741,CHI,Chicago Bulls,0021900788,2020-02-09,CHI @ PHI,L,240,111,43,88,0.489,12,32.0,0.375,13,17,0.765,14.0,28.0,42.0,23,8,3,18,24,-7.0
22019,1610612741,CHI,Chicago Bulls,0021900765,2020-02-06,CHI vs. NOP,L,240,119,46,93,0.495,13,29.0,0.448,14,23,0.609,11.0,29.0,40.0,25,11,1,15,16,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900740,2020-02-02,CHI @ TOR,L,240,102,35,90,0.389,15,48.0,0.313,17,26,0.654,17.0,24.0,41.0,25,10,0,16,21,-27.0
22019,1610612741,CHI,Chicago Bulls,0021900721,2020-01-31,CHI @ BKN,L,241,118,42,86,0.488,12,34.0,0.353,22,26,0.846,11.0,27.0,38.0,27,7,3,13,21,-15.0
22019,1610612741,CHI,Chicago Bulls,0021900708,2020-01-29,CHI @ IND,L,266,106,45,85,0.529,6,33.0,0.182,10,15,0.667,6.0,28.0,34.0,26,10,3,18,17,-9.0
22019,1610612741,CHI,Chicago Bulls,0021900695,2020-01-27,CHI vs. SAS,W,240,110,42,93,0.452,14,37.0,0.378,12,15,0.8,14.0,36.0,50.0,28,8,2,9,23,1.0
22019,1610612741,CHI,Chicago Bulls,0021900682,2020-01-25,CHI @ CLE,W,240,118,44,85,0.518,12,33.0,0.364,18,24,0.75,7.0,29.0,36.0,24,15,2,9,16,12.0
22019,1610612741,CHI,Chicago Bulls,0021900674,2020-01-24,CHI vs. SAC,L,240,81,31,79,0.392,8,37.0,0.216,11,14,0.786,8.0,35.0,43.0,23,6,4,19,21,-17.0
22019,1610612741,CHI,Chicago Bulls,0021900661,2020-01-22,CHI vs. MIN,W,241,117,39,84,0.464,9,30.0,0.3,30,37,0.811,12.0,38.0,50.0,21,9,2,12,22,7.0
22019,1610612741,CHI,Chicago Bulls,0021900647,2020-01-20,CHI @ MIL,L,240,98,34,92,0.37,14,48.0,0.292,16,18,0.889,7.0,32.0,39.0,18,11,2,16,21,-13.0
22019,1610612741,CHI,Chicago Bulls,0021900631,2020-01-18,CHI vs. CLE,W,240,118,48,87,0.552,9,25.0,0.36,13,17,0.765,4.0,22.0,26.0,25,18,4,12,24,2.0
22019,1610612741,CHI,Chicago Bulls,0021900620,2020-01-17,CHI @ PHI,L,240,89,35,81,0.432,8,35.0,0.229,11,15,0.733,6.0,31.0,37.0,21,8,3,16,14,-11.0
22019,1610612741,CHI,Chicago Bulls,0021900607,2020-01-15,CHI vs. WAS,W,240,115,43,85,0.506,14,38.0,0.368,15,22,0.682,8.0,33.0,41.0,26,11,5,15,19,9.0
22019,1610612741,CHI,Chicago Bulls,0021900593,2020-01-13,CHI @ BOS,L,238,101,37,81,0.457,6,25.0,0.24,21,26,0.808,7.0,31.0,38.0,16,5,5,14,22,-12.0
22019,1610612741,CHI,Chicago Bulls,0021900579,2020-01-11,CHI @ DET,W,240,108,42,83,0.506,11,35.0,0.314,13,14,0.929,9.0,29.0,38.0,24,11,6,14,21,9.0
22019,1610612741,CHI,Chicago Bulls,0021900570,2020-01-10,CHI vs. IND,L,240,105,37,80,0.463,18,41.0,0.439,13,16,0.813,6.0,30.0,36.0,16,6,3,15,15,-11.0
22019,1610612741,CHI,Chicago Bulls,0021900560,2020-01-08,CHI @ NOP,L,241,108,41,92,0.446,14,35.0,0.4,12,21,0.571,10.0,29.0,39.0,22,12,2,12,23,-15.0
22019,1610612741,CHI,Chicago Bulls,0021900545,2020-01-06,CHI @ DAL,L,241,110,46,98,0.469,9,31.0,0.29,9,11,0.818,17.0,28.0,45.0,25,10,6,8,21,-8.0
22019,1610612741,CHI,Chicago Bulls,0021900529,2020-01-04,CHI vs. BOS,L,240,104,34,80,0.425,13,34.0,0.382,23,31,0.742,11.0,26.0,37.0,23,15,5,15,22,-7.0
22019,1610612741,CHI,Chicago Bulls,0021900511,2020-01-02,CHI vs. UTA,L,241,98,37,94,0.394,11,36.0,0.306,13,17,0.765,15.0,30.0,45.0,22,8,5,10,15,-4.0
22019,1610612741,CHI,Chicago Bulls,0021900493,2019-12-30,CHI vs. MIL,L,240,102,40,107,0.374,17,44.0,0.386,5,8,0.625,14.0,29.0,43.0,26,10,2,10,20,-21.0
22019,1610612741,CHI,Chicago Bulls,0021900477,2019-12-28,CHI vs. ATL,W,240,116,43,87,0.494,15,31.0,0.484,15,19,0.789,13.0,38.0,51.0,22,13,5,17,15,35.0
22019,1610612741,CHI,Chicago Bulls,0021900448,2019-12-23,CHI @ ORL,L,239,95,35,88,0.398,13,37.0,0.351,12,15,0.8,11.0,36.0,47.0,20,7,5,15,17,-8.0
22019,1610612741,CHI,Chicago Bulls,0021900432,2019-12-21,CHI @ DET,W,240,119,40,77,0.519,18,35.0,0.514,21,25,0.84,11.0,35.0,46.0,21,8,4,18,13,12.0
22019,1610612741,CHI,Chicago Bulls,0021900409,2019-12-18,CHI @ WAS,W,266,110,39,97,0.402,11,37.0,0.297,21,24,0.875,11.0,42.0,53.0,25,10,6,15,24,1.0
22019,1610612741,CHI,Chicago Bulls,0021900399,2019-12-16,CHI @ OKC,L,239,106,43,87,0.494,9,31.0,0.29,11,13,0.846,5.0,26.0,31.0,27,17,6,13,21,-3.0
22019,1610612741,CHI,Chicago Bulls,0021900382,2019-12-14,CHI vs. LAC,W,241,109,40,85,0.471,14,31.0,0.452,15,18,0.833,12.0,38.0,50.0,21,12,9,17,25,3.0
22019,1610612741,CHI,Chicago Bulls,0021900375,2019-12-13,CHI vs. CHA,L,241,73,27,90,0.3,7,34.0,0.206,12,14,0.857,11.0,34.0,45.0,20,11,7,12,20,-10.0
22019,1610612741,CHI,Chicago Bulls,0021900361,2019-12-11,CHI vs. ATL,W,240,136,54,94,0.574,11,24.0,0.458,17,19,0.895,7.0,35.0,42.0,32,15,7,13,25,34.0
22019,1610612741,CHI,Chicago Bulls,0021900345,2019-12-09,CHI vs. TOR,L,241,92,35,89,0.393,12,46.0,0.261,10,14,0.714,9.0,36.0,45.0,30,6,4,14,20,-1.0
22019,1610612741,CHI,Chicago Bulls,0021900337,2019-12-08,CHI @ MIA,L,266,105,35,80,0.438,13,36.0,0.361,22,27,0.815,6.0,33.0,39.0,20,8,1,14,31,-5.0
22019,1610612741,CHI,Chicago Bulls,0021900325,2019-12-06,CHI vs. GSW,L,240,98,39,88,0.443,17,41.0,0.415,3,5,0.6,10.0,27.0,37.0,21,11,2,14,20,-2.0
22019,1610612741,CHI,Chicago Bulls,0021900311,2019-12-04,CHI vs. MEM,W,241,106,33,77,0.429,13,33.0,0.394,27,37,0.73,10.0,40.0,50.0,22,5,13,20,22,7.0
22019,1610612741,CHI,Chicago Bulls,0021900298,2019-12-02,CHI @ SAC,W,240,113,36,75,0.48,16,37.0,0.432,25,29,0.862,3.0,29.0,32.0,20,9,0,18,20,7.0
22019,1610612741,CHI,Chicago Bulls,0021900278,2019-11-29,CHI @ POR,L,239,103,36,94,0.383,14,38.0,0.368,17,25,0.68,11.0,36.0,47.0,24,8,2,11,22,-4.0
22019,1610612741,CHI,Chicago Bulls,0021900266,2019-11-27,CHI @ GSW,L,240,90,34,89,0.382,10,29.0,0.345,12,18,0.667,14.0,28.0,42.0,20,14,4,17,20,-14.0
22019,1610612741,CHI,Chicago Bulls,0021900247,2019-11-25,CHI vs. POR,L,240,94,36,86,0.419,9,39.0,0.231,13,20,0.65,8.0,29.0,37.0,24,8,4,17,20,-23.0
22019,1610612741,CHI,Chicago Bulls,0021900226,2019-11-23,CHI @ CHA,W,241,116,43,95,0.453,22,47.0,0.468,8,12,0.667,13.0,26.0,39.0,27,12,3,13,20,1.0
22019,1610612741,CHI,Chicago Bulls,0021900219,2019-11-22,CHI vs. MIA,L,241,108,41,90,0.456,10,30.0,0.333,16,20,0.8,14.0,27.0,41.0,23,11,3,13,24,-8.0
22019,1610612741,CHI,Chicago Bulls,0021900209,2019-11-20,CHI vs. DET,W,240,109,39,91,0.429,14,27.0,0.519,17,26,0.654,12.0,43.0,55.0,25,9,7,14,24,20.0
22019,1610612741,CHI,Chicago Bulls,0021900192,2019-11-18,CHI vs. MIL,L,240,101,39,97,0.402,12,34.0,0.353,11,14,0.786,13.0,37.0,50.0,25,6,6,14,25,-14.0
22019,1610612741,CHI,Chicago Bulls,0021900175,2019-11-16,CHI vs. BKN,L,240,111,32,91,0.352,9,39.0,0.231,38,41,0.927,17.0,39.0,56.0,15,8,2,19,30,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900163,2019-11-14,CHI @ MIL,L,241,115,38,93,0.409,18,43.0,0.419,21,25,0.84,10.0,35.0,45.0,25,14,1,20,29,-9.0
22019,1610612741,CHI,Chicago Bulls,0021900149,2019-11-12,CHI vs. NYK,W,241,120,41,81,0.506,14,33.0,0.424,24,31,0.774,9.0,37.0,46.0,22,9,2,19,25,18.0
22019,1610612741,CHI,Chicago Bulls,0021900129,2019-11-09,CHI vs. HOU,L,241,94,37,98,0.378,4,32.0,0.125,16,18,0.889,11.0,35.0,46.0,21,14,5,15,22,-23.0
22019,1610612741,CHI,Chicago Bulls,0021900105,2019-11-06,CHI @ ATL,W,240,113,41,82,0.5,13,33.0,0.394,18,27,0.667,7.0,36.0,43.0,26,11,9,17,30,20.0
22019,1610612741,CHI,Chicago Bulls,0021900100,2019-11-05,CHI vs. LAL,L,241,112,43,85,0.506,14,32.0,0.438,12,23,0.522,7.0,35.0,42.0,22,11,4,16,21,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900085,2019-11-03,CHI @ IND,L,240,95,36,84,0.429,9,29.0,0.31,14,25,0.56,6.0,36.0,42.0,27,8,2,18,21,-13.0
22019,1610612741,CHI,Chicago Bulls,0021900073,2019-11-01,CHI vs. DET,W,239,112,39,89,0.438,16,40.0,0.4,18,23,0.783,11.0,31.0,42.0,29,6,1,17,18,6.0
22019,1610612741,CHI,Chicago Bulls,0021900055,2019-10-30,CHI @ CLE,L,240,111,39,90,0.433,14,39.0,0.359,19,23,0.826,9.0,23.0,32.0,25,6,5,6,24,-6.0
22019,1610612741,CHI,Chicago Bulls,0021900042,2019-10-28,CHI @ NYK,L,240,98,36,85,0.424,9,35.0,0.257,17,21,0.81,8.0,30.0,38.0,19,6,5,9,22,-7.0
22019,1610612741,CHI,Chicago Bulls,0021900031,2019-10-26,CHI vs. TOR,L,240,84,29,97,0.299,9,35.0,0.257,17,25,0.68,12.0,33.0,45.0,18,9,2,15,22,-24.0
22019,1610612741,CHI,Chicago Bulls,0021900020,2019-10-25,CHI @ MEM,W,240,110,40,93,0.43,12,42.0,0.286,18,24,0.75,9.0,36.0,45.0,18,14,7,13,21,8.0
22019,1610612741,CHI,Chicago Bulls,0021900003,2019-10-23,CHI @ CHA,L,239,125,49,105,0.467,9,30.0,0.3,18,22,0.818,20.0,29.0,49.0,25,11,4,10,20,-1.0
12019,1610612741,CHI,Chicago Bulls,0011900070,2019-10-17,CHI vs. ATL,W,242,111,41,93,0.441,15,46.0,0.326,14,19,0.737,13.0,40.0,53.0,23,9,5,13,28,18.0
12019,1610612741,CHI,Chicago Bulls,0011900050,2019-10-13,CHI @ TOR,W,240,105,37,90,0.411,18,49.0,0.367,13,16,0.813,14.0,43.0,57.0,26,8,6,19,24,14.0
12019,1610612741,CHI,Chicago Bulls,0011900038,2019-10-11,CHI @ IND,L,240,87,35,93,0.376,5,27.0,0.185,12,21,0.571,12.0,36.0,48.0,14,15,3,20,27,-18.0
12019,1610612741,CHI,Chicago Bulls,0011900028,2019-10-09,CHI vs. NOP,L,237,125,49,104,0.471,14,37.0,0.378,13,17,0.765,15.0,32.0,47.0,38,4,2,21,20,-2.0
12019,1610612741,CHI,Chicago Bulls,0011900016,2019-10-07,CHI vs. MIL,L,240,112,37,98,0.378,12,38.0,0.316,26,38,0.684,15.0,30.0,45.0,24,15,5,12,17,-10.0
22019,1610612741,CHI,Chicago Bulls,1521900077,2019-07-13,CHI vs. ORL,L,200,73,28,62,0.452,8,23.0,0.348,9,13,0.692,5.0,29.0,34.0,17,6,4,19,17,-11.8
22019,1610612741,CHI,Chicago Bulls,1521900051,2019-07-10,CHI vs. CHA,W,199,75,26,72,0.361,4,24.0,0.167,19,24,0.792,17.0,34.0,51.0,11,8,2,16,18,1.0
22019,1610612741,CHI,Chicago Bulls,1521900037,2019-07-08,CHI vs. NOP,L,200,72,27,74,0.365,5,22.0,0.227,13,20,0.65,9.0,27.0,36.0,10,9,9,19,24,-33.4
22019,1610612741,CHI,Chicago Bulls,1521900025,2019-07-07,CHI @ CLE,L,201,75,30,63,0.476,7,22.0,0.318,8,10,0.8,3.0,28.0,31.0,15,6,1,14,15,-7.0
22019,1610612741,CHI,Chicago Bulls,1521900006,2019-07-05,CHI vs. LAL,W,201,96,36,80,0.45,1,20.0,0.05,23,30,0.767,11.0,35.0,46.0,15,14,6,14,24,15.6
